"","genus","phylum","class","order","family","fad","lad","logsize","logvol"
"40320","Catazone","Mollusca","Gastropoda","Murchisoniina","Hormotomidae",438.5,393.3,1.64038204470957,4.11757876170718
"40343","Catazyga","Brachiopoda","Rhynchonellata","Atrypida","Anazygidae",467.3,445.2,1.27577190016493,3.21086366527363
"40358","Catella","Mollusca","Bivalvia","Arcida","Parallelodontidae",237,72.1,1.56383691866454,3.96166419258601
"40370","Cathaysia","Brachiopoda","Strophomenata","Productida","Productellidae",272.3,252.17,1.16967443405881,2.86084496534357
"40534","Cathayspirina","Brachiopoda","Rhynchonellata","Spiriferida","Brachythyrididae",298.9,265.1,1.38111508070985,3.51543800363921
"40541","Cativella","Arthropoda","Ostracoda","Podocopida","Trachyleberididae",11.62,3.6,0.0480531731156091,-0.667800479924968
"40543","Catoraphiceras","Mollusca","Cephalopoda","Ellesmerocerida","Protocycloceratidae",477.7,477.7,1.99926977170674,5.13558014020766
"40545","Catulloceras","Mollusca","Cephalopoda","Ammonitida","Hildoceratidae",182.7,182.7,1.93033763573773,4.9487254445185
"40551","Caturus","Chordata","bony fish","Amiiformes","Caturidae",254.17,113,2.44715803134222,5.35639669859199
"40566","Caucasella","Brachiopoda","Rhynchonellata","Rhynchonellida","Erymnariidae",168.3,168.3,1.33425264233423,3.3799465927228
"40567","Caucasoproductus","Brachiopoda","Strophomenata","Productida","Productellidae",259.9,254.17,1.31449922797315,3.27327532658721
"40575","Caucasorhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Allorhynchidae",247.2,228,1.34986008219233,3.4250717317567
"40594","Caucasothyris","Brachiopoda","Rhynchonellata","Terebratulida","Angustothyrididae",228,228,0.90660437172498,2.14350500817749
"40595","Caudites","Arthropoda","Ostracoda","Podocopida","Hemicytheridae",11.62,1,-0.0809219076239261,-1.02578603870154
"40599","Caulolatilus","Chordata","bony fish","Perciformes","Branchiostegidae",5.333,5.333,3.00860017176192,6.96823513400014
"40600","Caumontisphinctes","Mollusca","Cephalopoda","","Parkinsoniidae",170.3,170.3,1.83250891270624,4.68354062158008
"40601","Cavellina","Arthropoda","Ostracoda","Platycopida","Cavellinidae",425.6,247.2,0.438278580492602,0.415316194301235
"40825","Cavilinga","Mollusca","Bivalvia","Lucinida","Lucinidae",66,1,0.819543935541869,1.84611319277587
"40863","Cavilucina","Mollusca","Bivalvia","Lucinida","Lucinidae",56,56,1.10833947478883,2.66697501150661
"40864","Cavolinia","Mollusca","Gastropoda","Thecosomata","Cavoliniidae",20.44,1,1.08386080086657,2.48359076523931
"40912","Cekovia","Arthropoda","Trilobita","Corynexochida","Styginidae",458.4,453,1.37970200442609,2.80558685874568
"40918","Celebetes","Brachiopoda","Strophomenata","Productida","Productellidae",272.3,265.1,1.18511700114259,2.90482212801546
"40946","Cellana","Mollusca","Gastropoda","","Patellidae",56,1,1.59582677707322,3.98676116345259
"40950","Celmus","Arthropoda","Trilobita","Ptychopariida","Raymondinidae",467.3,467.3,1.40372090862669,2.87279542665879
"40951","Celtanoplia","Brachiopoda","Strophomenata","Productida","Anopliidae",410.8,410.8,0.654417214913714,1.39350145818768
"40963","Celtites","Mollusca","Cephalopoda","Ceratitida","Celtitidae",247.2,237,1.41497334797082,3.55172481765499
"40972","Celtoides","Mollusca","Bivalvia","Pholadomyida","Permophoridae",268.8,268.8,1.83790394459294,4.74066222678117
"40977","Cenoceras","Mollusca","Cephalopoda","Nautilida","Nautilidae",242,163.5,1.90003923548732,4.86659541504715
"41075","Cenorhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Wellerellidae",315.2,265.1,0.989449817666692,2.38303258607836
"41150","Centracanthus","Chordata","bony fish","Perciformes","",47.8,13.82,2.53147891704225,5.59847265743858
"41152","Centrifugus","Mollusca","Gastropoda","Euomphalina","Euomphalidae",427.4,423,1.78021441094741,4.52813704762735
"41157","Centroberyx","Chordata","bony fish","Beryciformes","",66,33.9,2.81954393554187,6.42547554034854
"41168","Centroceras","Mollusca","Cephalopoda","Nautilida","Centroceratidae",387.7,387.7,2.16186690462403,5.57633302511534
"41176","Centrocyrtoceras","Mollusca","Cephalopoda","Basslerocerida","Barrandoceratidae",467.3,467.3,1.43885865942056,3.61647085431326
"41178","Centrocythere","Arthropoda","Ostracoda","Podocopida","Progonocytheridae",113,113,-0.0505124100534963,-0.941380889137409
"41180","Centrolepis","Chordata","bony fish","Palaeonisciformes","Centrolepidae",199.3,199.3,2.47712125471966,5.4424178067553
"41181","Centronella","Brachiopoda","Rhynchonellata","Terebratulida","Centronellidae",410.8,382.7,1.16982132886214,2.90453320337679
"41199","Centronelloidea","Brachiopoda","Rhynchonellata","Terebratulida","Dielasmatidae",358.9,358.9,1.09464578960595,2.68718130635043
"41200","Centroonoceras","Mollusca","Cephalopoda","Orthocerida","Sactorthoceratidae",467.3,467.3,1.972929801845,5.06418024836055
"41201","Centropomus","Chordata","bony fish","Perciformes","",33.9,23.03,3.14612803567824,7.36306245642771
"41203","Centropristis","Chordata","bony fish","Perciformes","Serranidae",28.1,5.333,2.81954393554187,6.42547554034854
"41205","Centrorhynchus","Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",372.2,372.2,1.22685757028872,3.06943970615658
"41230","Centrotarphyceras","Mollusca","Cephalopoda","Tarphycerida","Tarphyceratidae",477.7,477.7,2.14525857696561,5.53131274586686
"41235","Ceocypea","Brachiopoda","Strophomenata","Productida","Cooperinidae",272.3,259.9,0.92813970687512,2.17300518257704
"41247","Cepatia","Mollusca","Gastropoda","","Naticidae",56,38,1.6414741105041,4.12078514856008
"41270","Cepola","Chordata","bony fish","Perciformes","",56,1,2.90308998699194,6.665327035559
"41281","Ceramisia","Brachiopoda","Rhynchonellata","Terebratulida","Dyscoliidae",2.588,1,1.15457611691789,2.86045535878216
"41291","Cerasina","Brachiopoda","Rhynchonellata","Atrypida","Lissatrypidae",438.5,438.5,1.13033376849501,2.79036446924253
"41314","Cerastoderma","Mollusca","Bivalvia","Cardiida","Cardiidae",59.2,1,1.75281643118827,4.49881260823526
"41392","Ceratarges","Arthropoda","Trilobita","Lichida","Lichidae",393.3,393.3,1.66776416356748,3.6116288423499
"41399","Ceratites","Mollusca","Cephalopoda","Ceratitida","Ceratitidae",247.2,237,1.9293167267535,4.94595806128143
"41424","Ceratobairdia","Arthropoda","Ostracoda","Podocopida","Bairdiidae",279.3,190.8,0.287801729930226,-0.00235006434833664
"41449","Ceratocephala","Arthropoda","Trilobita","Lichida","Odontopleuridae",453,407.6,1.27959090544512,2.52546069068549
"41498","Ceratomya","Mollusca","Bivalvia","Pholadida","Ceratomyidae",201.3,157.3,1.9246484271652,4.98722155354497
"41612","Ceratomyopsis","Mollusca","Bivalvia","Megalodontida","Ceratomyopsidae",182.7,152.1,1.69914368739448,4.34625517538252
"41687","Ceratopea","Mollusca","Gastropoda","Euomphalina","Raphistomatidae",485.4,467.3,1.62242127397567,4.06484459547149
"41703","Ceratopsis","Arthropoda","Ostracoda","Palaeocopida","Quadrijugatoridae",453,453,0.397940008672038,0.303351727284569
"41707","Ceratopyge","Arthropoda","Trilobita","Asaphida","Ceratopygidae",485.4,485.4,1.47432034903347,3.07034345989041
"41723","Ceratoscopelus","Chordata","bony fish","Salmoniformes","Myctophidae",5.333,1,2.26481782300954,4.83291807995599
"41724","Ceratoscopelus","Chordata","bony fish","Myctophiformes","Myctophidae",5.333,1,2.26481782300954,4.83291807995599
"41729","Ceraunocochlis","Mollusca","Gastropoda","","Meekospiridae",358.9,254.17,0.645422269349092,1.19630244405768
"41744","Ceraurinella","Arthropoda","Trilobita","Phacopida","Cheiruridae",477.7,453,1.32801697364465,2.66096423681613
"41755","Ceraurinus","Arthropoda","Trilobita","Phacopida","Cheiruridae",467.3,453,1.84167225007363,4.09825026957955
"41758","Cerauroides","Arthropoda","Trilobita","Phacopida","Cheiruridae",425.6,425.6,2.01443652783167,4.58167114497363
"41764","Ceraurus","Arthropoda","Trilobita","Phacopida","Cheiruridae",458.4,453,1.48572142648158,3.10224541851241
"41775","Cerberatrypa","Brachiopoda","Rhynchonellata","Atrypida","Septatrypidae",407.6,393.3,1.18098558078673,2.93681193870347
"41777","Cercomya","Mollusca","Bivalvia","Pandorida","Laternulidae",237,72.1,1.98478440642924,5.15814984917775
"41827","Cercomya (Capillimya)","Mollusca","Bivalvia","Pholadomyoida","Laternulidae",190.8,163.5,1.72427586960079,4.41768996571321
"41832","Cererithyris","Brachiopoda","Rhynchonellata","Terebratulida","Loboidothyrididae",170.3,163.5,1.54120469068326,3.97829840698601
"41887","Ceritella","Mollusca","Gastropoda","Cephalaspida","",199.3,113,1.93140701355657,4.97204983721315
"41897","Cerithidea","Mollusca","Gastropoda","Sorbeoconcha","Potamididae",89.8,1,1.49582175338591,3.69313893411382
"41909","Cerithidea (Cerithidea)","Mollusca","Gastropoda","Sorbeoconcha","Potamididae",56,3.6,1.49582175338591,3.69313893411382
"41928","Cerithidea (Cerithideopsilla)","Mollusca","Gastropoda","Sorbeoconcha","Potamididae",15.97,3.6,1.48029446000301,3.6475496393906
"41931","Cerithiella","Mollusca","Gastropoda","Neotaenioglossa","Triforidae",83.6,3.6,1.26387267686522,3.01211909701031
"42037","Cerithiella (Cerithiella)","Mollusca","Gastropoda","","Triforidae",41.3,41.3,1.26387267686522,3.01211909701031
"42038","Cerithinella","Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae",199.3,163.5,1.68313713148301,4.24311089430524
"42040","Cerithioderma","Mollusca","Gastropoda","","Trichotropidae",83.6,5.333,1.18920948958231,2.79290239477649
"42049","Cerithioides","Mollusca","Gastropoda","","Goniasmatidae",393.3,265.1,2.03106204481139,5.26464446259271
"42059","Cerithiopsis","Mollusca","Gastropoda","Neotaenioglossa","Cerithiopsidae",129.4,1,1.07445071895459,2.45596206092646
"42163","Cerithiopsis (Alipta)","Mollusca","Gastropoda","","Cerithiopsidae",2.588,2.588,0.868644438394826,1.85169942809293
"42164","Cerithiopsis (Cerithiopsida)","Mollusca","Gastropoda","","Cerithiopsidae",13.82,13.82,0.587486465410964,1.02619859043491
"42165","Cerithiopsis (Cerithiopsis)","Mollusca","Gastropoda","","Cerithiopsidae",59.2,5.333,0.721315880605899,1.41913176310735
"42172","Cerithium","Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae",228,1,2.01707509637606,5.22357773584435
"42480","Cerithium (Chondrocerithium)","Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae",56,33.9,1.51321760006794,3.7442144410802
"42494","Cerithium (Perucerithium)","Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae",38,38,1.69275881815472,4.27136088601948
"42496","Cerithium (Ptychocerithium)","Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae",59.2,1,1.42471833733157,3.48437398645726
"42537","Ceroniola","Mollusca","Bivalvia","Cardiida","Mesodesmatidae",72.1,72.1,1.57599562020327,3.99622363863738
"42538","Chaeniorhynchus","Brachiopoda","Rhynchonellata","Rhynchonellida","Wellerellidae",279.3,279.3,0.996073654485275,2.40218380883457
"42543","Chaenocardia","Mollusca","Bivalvia","Pectinida","Chaenocardiidae",358.9,295.5,1.21550537823182,2.97157943384471
"42546","Chaenomya","Mollusca","Bivalvia","Pholadomyoida","Pholadomyidae",303.7,254.17,1.86545932266196,4.81898461990584
"42558","Chaenophryne","Chordata","bony fish","Lophiiformes","Oneirodidae",11.62,11.62,2.38916608436453,5.1899082176723
"42559","Chaetodipterus","Chordata","bony fish","Perciformes","Ephippidae",41.3,41.3,2.95904139232109,6.82595734655988
"42560","Chaetodon","Chordata","bony fish","Perciformes","",2.588,2.588,2.47712125471966,5.4424178067553
"42561","Chalmasia","Mollusca","Bivalvia","Pterioida","",72.1,72.1,1.6727441983066,4.27121823858375
"42563","Chama","Mollusca","Bivalvia","Cardiida","Chamidae",72.1,1,2.16643011384328,5.67445292692378
"42837","Chama (Chama)","Mollusca","Bivalvia","Veneroida","Chamidae",41.3,33.9,2.16643011384328,5.67445292692378
"42844","Chamelea","Mollusca","Bivalvia","Cardiida","Veneridae",33.9,1,1.68484536164441,4.30561414016912
"42862","Chamishaella","Arthropoda","Ostracoda","Palaeocopida","Paraparchitidae",382.7,259.9,0.113943352306837,-0.484914510942372
"42868","Champsodon","Chordata","bony fish","Perciformes","Champsodontidae",47.8,47.8,2.14612803567824,4.49217279680358
"42869","Changhsingoceras","Mollusca","Cephalopoda","Goniatitida","Cyclolobidae",254.17,254.17,1.60222201128205,4.05930073285588
"42884","Changia","Arthropoda","Trilobita","Asaphida","Ptychaspididae",485.4,485.4,1.90816320005555,4.28430211816285
"42886","Channa","Chordata","bony fish","Anabantiformes","Channidae",20.44,15.97,3.26245108973043,7.69701310948203
"42890","Chanos","Chordata","bony fish","Gonorhynchiformes","Chanidae",59.2,59.2,3.25527250510331,7.67640418510528
"42891","Chaoiella","Brachiopoda","Strophomenata","Productida","Productellidae",303.7,259.9,1.7240299729356,4.43953221202864
"42923","Chaoina","Brachiopoda","Strophomenata","Productida","",279.3,265.1,1.18369680863468,2.90077772033331
"42935","Chapinella","Brachiopoda","Rhynchonellata","Rhynchonellida","Pugnacidae",382.7,372.2,1.01072386539177,2.44454135177831
"42939","Chapursania","Brachiopoda","Rhynchonellata","Rhynchonellida","Martiniidae",272.3,272.3,1.50288211686408,3.86749794980344
"42948","Charactoceras","Mollusca","Cephalopoda","Basslerocerida","Apsidoceratidae",453,453,2.14574009953641,5.53261801157738
"42955","Charionella","Brachiopoda","Rhynchonellata","Athyridida","Meristellidae",387.7,387.7,1.33203427702752,3.37353272575914
"42959","Charionoides","Brachiopoda","Rhynchonellata","Athyridida","Meristellidae",407.6,393.3,1.53537852281865,3.96145345116267
"42962","Charltonithyris","Brachiopoda","Rhynchonellata","Terebratulida","Loboidothyrididae",170.3,145,1.6911699341316,4.41188665223212
"42965","Charonia","Mollusca","Gastropoda","Neotaenioglossa","Ranellidae",129.4,1,2.37774324035401,6.2825263824383
"43006","Charonia (Charonia)","Mollusca","Gastropoda","","Ranellidae",20.44,11.62,2.37774324035401,6.2825263824383
"43009","Chartronella","Mollusca","Gastropoda","Euomphalina","Paraturbinidae",252.17,166.1,1.06595298031387,2.43101206469599
"43020","Chartroniella","Mollusca","Gastropoda","Archaeogastropoda","",237,125,0.898725181589494,1.94001873997671
"43028","Chascothyris","Brachiopoda","Rhynchonellata","Terebratulida","Stringocephalidae",387.7,387.7,1.74780009086437,4.57561905929635
"43030","Chasmops","Arthropoda","Trilobita","Phacopida","Pterygometopidae",467.3,453,1.61510798744319,3.46428880720353
"43040","Chathamithyris","Brachiopoda","Rhynchonellata","Terebratulida","Terebratellidae",56,56,1.01219511636701,2.44879511827781
"43041","Chattonia","Mollusca","Bivalvia","Cardiida","",41.3,41.3,0.724275869600789,1.57532674614561
"43042","Chauliodus","Chordata","bony fish","Stomiiformes","",11.62,11.62,2.54406804435028,5.63461465285086
"43043","Chaulistomella","Brachiopoda","Rhynchonellata","Orthida","Plaesiomyidae",467.3,458.4,1.44793286559218,3.70862547449701
"43045","Chaunax","Chordata","bony fish","Lophiiformes","",47.8,47.8,2.60205999132796,5.80110313377057
"43046","Chaunoproetus","Arthropoda","Trilobita","Proetida","Proetidae",372.2,372.2,1.22627760873104,2.37628193161495
"43058","Cheilea","Mollusca","Gastropoda","","Hipponicidae",56,1,1.44498111208794,3.54386700867942
"43091","Cheiloceras","Mollusca","Cephalopoda","Goniatitida","Cheiloceratidae",372.2,372.2,1.46239799789896,3.68027906025776
"43092","Cheiloceras (Cheiloceras)","Mollusca","Cephalopoda","Goniatitida","Cheiloceratidae",372.2,372.2,1.46239799789896,3.68027906025776
"43098","Cheilotomona","Mollusca","Gastropoda","Murchisoniina","Murchisoniidae",247.2,237,1.17969538332451,2.76496826720391
"43124","Cheiopteria","Mollusca","Bivalvia","Pterioida","",425.6,419.2,0.602059991327962,1.22794482889577
"43135","Cheirodopsis","Chordata","bony fish","Palaeonisciformes","",346.7,346.7,1.84509804001426,3.62794889501516
"43136","Cheirolepis","Chordata","bony fish","Palaeonisciformes","Palaeoniscidae",237,182.7,2.72427586960079,6.15197143494593
"43139","Cheiropyge","Arthropoda","Trilobita","Proetida","Brachymetopidae",295.5,259.9,1.45408227073109,3.01371422116009
"43143","Cheirurus","Arthropoda","Trilobita","Phacopida","Cheiruridae",458.4,387.7,1.89426066444699,4.2454006969819
"43200","Chekiangoceras","Mollusca","Cephalopoda","Goniatitida","Paragastrioceratidae",272.3,272.3,1.6477040319459,4.18258908031538
"43202","Chelidonichthys","Chordata","bony fish","Scorpaeniformes","Triglidae",1.806,1,2.8750612633917,6.58485966280259
"43203","Chelon","Chordata","bony fish","Mugiliformes","Mugilidae",13.82,13.82,2.8750612633917,6.58485966280259
"43204","Cheloniceras","Mollusca","Cephalopoda","","Douvilleiceratidae",125,125,1.84509804001426,4.71766603375634
"43237","Cheloniceras (Epicheloniceras)","Mollusca","Cephalopoda","","Douvilleiceratidae",125,125,1.56972494922616,3.9712107795143
"43244","Chelononia","Brachiopoda","Strophomenata","Orthotetida","Schuchertellidae",303.7,272.3,1.35295391171009,3.38278612702732
"43255","Chicoreus","Mollusca","Gastropoda","Neogastropoda","Muricidae",47.8,1,2.17125827467578,5.67627107933527
"43296","Chicoreus (Chicoreus)","Mollusca","Gastropoda","Neogastropoda","Muricidae",20.44,1,2.17125827467578,5.67627107933527
"43359","Chicoreus (Siratus)","Mollusca","Gastropoda","Neogastropoda","Muricidae",20.44,3.6,1.79190108000957,4.56244998208856
"43412","Chilara","Chordata","bony fish","Ophidiiformes","",5.333,1,2.60638136511061,5.81350932107854
"43413","Chileutomia","Mollusca","Gastropoda","Neotaenioglossa","Eulimidae",47.8,47.8,0.938186037505903,2.05587876438927
"43414","Chilianshania","Brachiopoda","Strophomenata","Productida","Monticuliferidae",279.3,268.8,1.61919771579295,4.14099213118513
"43417","Chilobolbina","Arthropoda","Ostracoda","Palaeocopida","Chilobolbinidae",467.3,438.5,0.519827993775719,0.641666215674851
"43426","Chilocyclus","Mollusca","Gastropoda","Neotaenioglossa","",237,237,1.31323429169472,3.15704849011076
"43431","Chilodonta","Mollusca","Gastropoda","Archaeogastropoda","Chilodontidae",129.4,66,1.03981055414835,2.35425594617295
"43439","Chilomycterus","Chordata","bony fish","Tetraodontiformes","Diodontidae",38,1,2.77815125038364,6.30664170854372
"43450","Chimaerothyris","Brachiopoda","Rhynchonellata","Spiriferida","Adolfiidae",393.3,393.3,1.64689362416775,4.28387240638579
"43451","Chimbuites","Mollusca","Cephalopoda","","Pachydiscidae",100.5,100.5,1.92900998549396,4.94512657617076
"43452","Chioceras","Mollusca","Cephalopoda","Ceratitida","Paranannitidae",251.2,251.2,1.50623435961213,3.79910651153124
